id,start,destination,blind_paths,blind_input_tokens,blind_output_tokens,link_aware_paths,link_aware_input_tokens,link_aware_output_tokens,external_info_paths,external_info_input_tokens,external_info_output_tokens,tot_paths,tot_input_tokens,tot_output_tokens,difficulty
Archbishop_of_Canterbury_Vietnam_5,Archbishop_of_Canterbury,Vietnam,"[""Archbishop_of_Canterbury"", ""Church_of_England"", ""Anglican_Communion"", ""Anglican_Church_of_Vietnam"", ""Vietnam""]",303,685,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Asia"", ""Vietnam""]",2221,1247,"[""Archbishop_of_Canterbury"", ""England"", ""France"", ""China"", ""Laos"", ""Vietnam""]",9250,2045,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Asia"", ""Vietnam""]",8000,6787,Medium
Batman_Vitamin_D_5,Batman,Vitamin_D,,0,0,"[""Batman"", ""Chemistry"", ""Medicine"", ""Health"", ""Nutrition"", ""Vitamin_D""]",2557,1732,"[""Batman"", ""Chemistry""]",13840,4558,"[""Batman"", ""Superman"", ""Sun"", ""Sunlight"", ""Vitamin_D""]",8805,8161,Medium
China_Moon_5,China,Moon,"[""China"", ""Chinese space program"", ""Lunar exploration"", ""Moon""]",298,655,"[""China"", ""United_States"", ""Apollo_11"", ""Moon""]",3266,1999,"[""China"", ""United_States"", ""Neil_Armstrong"", ""Apollo_11"", ""Moon""]",8015,1862,"[""China"", ""United_States"", ""Apollo_11"", ""Moon""]",5669,2959,Medium
Achilles_tendon_Ivory_5,Achilles_tendon,Ivory,,0,0,"[""Achilles_tendon"", ""Latin"", ""Roman_Empire"", ""Africa""]",4449,4153,"[""Achilles_tendon"", ""Achilles"", ""Ethiopia""]",11424,3679,,0,0,Medium
Pyramid_Bean_5,Pyramid,Bean,"[""Pyramid"", ""Egyptian pyramids"", ""Egypt"", ""Agriculture in Egypt"", ""Legumes"", ""Bean""]",299,1957,"[""Pyramid"", ""Mexico"", ""Aztec"", ""Cocoa"", ""Seed"", ""Bean""]",2588,5235,"[""Pyramid"", ""United_States"", ""Agriculture"", ""Soybean"", ""Peanut"", ""Seed"", ""Bean""]",10820,3677,,0,0,Hard
Aircraft_Google_5,Aircraft,Google,"[""Aircraft"", ""Aviation"", ""Technology"", ""Internet"", ""Google""]",298,524,"[""Aircraft"", ""Jet_engine"", ""Wright_brothers"", ""Washington,_D.C."", ""United_States"", ""Internet"", ""World_Wide_Web"", ""Google""]",5016,4268,"[""Aircraft"", ""Russia""]",11399,3420,"[""Aircraft"", ""Airbus_A380"", ""United_States_dollar"", ""United_States"", ""Advertising"", ""Google""]",25749,22323,Hard
Computer_Fruit_5,Computer,Fruit,"[""Computer"", ""Apple Inc."", ""Apple (fruit)"", ""Fruit""]",298,565,"[""Computer"", ""Electronics"", ""Color"", ""Fruit""]",1428,1961,"[""Computer"", ""Automobile"", ""Oxygen"", ""Plant"", ""Fruit""]",6433,1971,"[""Computer"", ""Internet"", ""Advertising"", ""United_States"", ""Agriculture"", ""Fruit""]",17232,18135,Hard
Batman_Penguin_5,Batman,Penguin,"[""Batman"", ""Penguin (character)""]",299,1357,"[""Batman"", ""Crime"", ""United_States"", ""Antarctica"", ""Penguin""]",3536,2496,"[""Batman"", ""Crime""]",10982,3646,"[""Batman"", ""Superman"", ""United_States"", ""Antarctica"", ""Penguin""]",13225,11679,Hard
Calculus_Lemon_5,Calculus,Lemon,"[""Calculus"", ""Science"", ""Chemistry"", ""Biochemistry"", ""Biology"", ""Botany"", ""Fruit"", ""Citrus"", ""Lemon""]",300,1647,"[""Calculus"", ""Biology"", ""Plant"", ""Fruit"", ""Citrus"", ""Lemon""]",2788,1703,"[""Calculus"", ""Business"", ""Corporation"", ""Ancient_Rome"", ""Silver"", ""Color"", ""Fruit"", ""Citrus"", ""Lemon""]",12629,3955,"[""Calculus"", ""Biology"", ""Botany"", ""Fruit"", ""Citrus"", ""Lemon""]",16980,15537,Hard
George_W._Bush_Monkey_5,George_W._Bush,Monkey,"[""George_W._Bush"", ""Bush_family"", ""George_H._W._Bush"", ""United_States"", ""Science_and_technology_in_the_United_States"", ""Biology"", ""Animals"", ""Mammals"", ""Primates"", ""Monkey""]",301,1988,"[""George_W._Bush"", ""United States""]",819,681,"[""George_W._Bush"", ""United_States"", ""Guinea""]",17443,5030,"[""George_W._Bush"", ""United States""]",819,738,Hard
Batman_Coconut_crab_5,Batman,Coconut_crab,"[""Batman"", ""Bat"", ""Bat (animal)"", ""Animal"", ""Crustacean"", ""Crab"", ""Coconut_crab""]",301,1243,"[""Batman"", ""Superman"", ""United_States""]",6838,4393,"[""Batman"", ""Spring_Heeled_Jack"", ""Nature"", ""Animal"", ""Spider"", ""Invertebrate"", ""Arthropod"", ""Coconut_crab""]",9030,4706,"[""Batman"", ""Crime"", ""Family"", ""Anthropology"", ""Evolution"", ""Arthropod"", ""Coconut_crab""]",45831,44036,Hard
Batman_Peanut_5,Batman,Peanut,,0,0,,0,0,"[""Batman"", ""Superman"", ""Seinfeld"", ""Television"", ""Sound"", ""Bat"", ""Seed"", ""Peanut""]",8361,3766,,0,0,Hard
Cat_University_5,Cat,University,,0,0,"[""Cat"", ""Mammal"", ""Human"", ""Anthropology"", ""Humanities"", ""History"", ""University_of_Cambridge"", ""University""]",4372,3535,"[""Cat"", ""Dog""]",18016,6848,"[""Cat"", ""Evolution"", ""Science"", ""University""]",7403,5596,Hard
God_Apple_5,God,Apple,"[""God"", ""Religion"", ""Christianity"", ""Bible"", ""Genesis (book)"", ""Creation of Adam"", ""Garden of Eden"", ""Tree of the knowledge of good and evil"", ""Apple (fruit)""]",298,1146,"[""God"", ""Christianity"", ""Religion"", ""Isaac_Newton"", ""Gravitation"", ""Motion_(physics)"", ""Physics"", ""Biology"", ""Botany"", ""Fruit"", ""Apple""]",5951,5184,"[""God"", ""United_States"", ""Electronics""]",12429,4212,"[""God"", ""Nature"", ""Plant"", ""Tree"", ""Apple""]",12374,10191,Hard
Canada_Pony_5,Canada,Pony,"[""Canada"", ""Horse racing"", ""Horse"", ""Pony""]",299,1036,"[""Canada"", ""United_States"", ""Agriculture"", ""Horse"", ""Pony""]",3980,3297,"[""Canada"", ""Beaver"", ""Animal"", ""Mammal"", ""Horse"", ""Pony""]",8317,2790,,0,0,Hard
AIDS_Tour_de_France_5,AIDS,Tour_de_France,"[""AIDS"", ""France"", ""Tour_de_France""]",302,1784,"[""AIDS"", ""France""]",3216,2060,"[""AIDS"", ""France"", ""French_language"", ""Paris"", ""Tour_de_France""]",7278,2938,"[""AIDS"", ""France"", ""Paris"", ""Tour_de_France""]",5372,4116,Hard
Cereal_Kurt_Cobain_5,Cereal,Kurt_Cobain,"[""Cereal"", ""Food"", ""Food culture"", ""American culture"", ""Music genres"", ""Grunge"", ""Kurt Cobain""]",303,775,"[""Cereal"", ""United States""]",530,370,,0,0,"[""Cereal"", ""United_States"", ""American_popular_music"", ""Nirvana_(band)"", ""Kurt_Cobain""]",12352,8753,Hard
Christianity_Natalie_Portman_5,Christianity,Natalie_Portman,"[""Christianity"", ""Christianity and film"", ""Film awards"", ""Academy Award"", ""Academy Award for Best Actress"", ""Black Swan"", ""Natalie Portman""]",302,1553,"[""Christianity"", ""Jesus"", ""Bible""]",4592,4951,"[""Christianity"", ""Paul_of_Tarsus""]",18006,6460,"[""Christianity"", ""Jew"", ""Israel"", ""Jerusalem"", ""Natalie_Portman""]",12230,8467,Hard
Colombia_Menthol_5,Colombia,Menthol,,0,0,,0,0,"[""Colombia"", ""Andes""]",9326,4876,,0,0,Hard
Napoleonic_Wars_Superman_5,Napoleonic_Wars,Superman,"[""Napoleonic_Wars"", ""France"", ""United_States"", ""American_comics"", ""Superman""]",303,1034,"[""Napoleonic_Wars"", ""France"", ""United_States""]",7032,7426,"[""Napoleonic_Wars"", ""France"", ""United_States""]",12258,4603,"[""Napoleonic_Wars"", ""United_States"", ""Television"", ""Sound"", ""Bat"", ""Batman"", ""Superman""]",26827,25041,Hard
Batman_Wikisource_5,Batman,Wikisource,"[""Batman"", ""DC Comics"", ""Wikimedia Commons"", ""Wikimedia Foundation"", ""Wikimedia projects"", ""Wikisource""]",300,1446,,0,0,"[""Batman"", ""Spring_Heeled_Jack"", ""Fiction"", ""Literature"", ""Publishing"", ""Wikipedia"", ""Wikimedia_Foundation"", ""Wikisource""]",8976,3958,,0,0,Hard
Christianity_Coconut_crab_5,Christianity,Coconut_crab,,0,0,"[""Christianity"", ""Oceania""]",5352,7425,"[""Christianity"", ""Philippines"", ""Puerto_Rico""]",8764,4109,"[""Christianity"", ""Middle_East"", ""Indian_Ocean"", ""Maldives"", ""Fishing"", ""Crustacean"", ""Arthropod"", ""Coconut_crab""]",57071,58143,Hard
David_Beckham_Frog_5,David_Beckham,Frog,,0,0,"[""David_Beckham"", ""Football_(soccer)"", ""Japan"", ""Culture"", ""Evolution"", ""Vertebrate"", ""Fish"", ""Chordate"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Frog""]",5421,5486,"[""David_Beckham"", ""Israel""]",13903,4815,,0,0,Hard
Geometry_Volleyball_5,Geometry,Volleyball,"[""Geometry"", ""Sphere"", ""Ball"", ""Volleyball""]",299,1170,"[""Geometry"", ""Mathematics"", ""Game_theory"", ""Sociology"", ""Society"", ""History"", ""Athens"", ""Olympic_Games"", ""Volleyball""]",4676,4487,"[""Geometry"", ""Physics"", ""Force"", ""Bicycle"", ""Sport"", ""Olympic_Games"", ""Basketball"", ""Volleyball""]",10745,2986,"[""Geometry"", ""Physics"", ""Science"", ""United_States"", ""Olympic_Games"", ""Volleyball""]",22703,17303,Hard
